Text Type,Text Index,1 English (영어),2 Korean (한국어),3 French (프랑스어),4 German (독일어),5 Spanish (스페인어),6 Italian (이탈리아어),7 Danish (덴마크어),8 Japanese (일본어),9 Chinese_Traditional (중국어-번체),10 Chinese_Simplified (중국어-간체),11 Polish (폴란드어),
SelectPropertiesToCopy,587,Select Properties to copy,복사하기 위한 속성 선택,Sélectionnez Propriétés à copier,Zu kopierende Eigenschaften,Seleccione Propiedades para copiar,Seleziona Proprietà da copiare,Vælg Egenskaber,コピーするための属性を選択,選擇要復制的屬性,选择要复制的属性,Wybierz Właściwości,
DefaultColor,588,Default Color,기본 색상,Couleur par défaut,Standardfarbe,Color predeterminado,Colore predefinito,Standard farve,基本色,默認顏色,默认颜色,Domyślny kolor,
BlendingType,589,Blending Type,블렌딩 방식,Type de mélange,Mischtyp,Tipo de mezcla,Tipo di fusione,Blandingstype,ブレンド方式,混合類型,混合类型,Typ mieszania,
CustomShader,590,Custom Shader,커스텀 셰이더,Custom Shader,Custom Shader,Shader personalizado,Custom Shader,Tilpasset shader,カスタムShader,自定義著色器,自定义著色器,Custom Shader,
RenderTextureSize,591,Render Texture Size,렌더 텍스쳐 크기,Taille de RTT,Texturgröße rendern,Tamaño de textura de renderizado,Dimensione di RTT,Størrelse på RTT,レンダリングテクスチャ,渲染紋理大小,渲染纹理大小,Rozmiar RTT,
TwoSidedMesh,592,2-Sided Mesh,양면 메시,Maille 2-Sided,2-seitiges Mesh,Malla de 2 caras,Maglia a 2 lati,2-sidet mesh,両面メッシュ,雙面網格,双面网格,2-stronna,
ShadowSettings,593,Shadow Settings,그림자 설정,Ombre,Schatten,Ajustes de sombra,Ombra,Skygge,影,陰影設置,阴影设置,Ustawienia cieni,
MaterialSet,594,Material Set,재질 세트,Matériel,Materialset,Conjunto de materiales,Set di materiali,Materiale sæt,マテリアルセット,材料組,材料组,Zestaw materiałów,
CustomMaterialProperties,595,Custom Material Properties,커스텀 재질 속성,Propriétés du personnalisé,Materialeigenschaften,Propiedades personalizadas del material,Proprietà dei materiali,Materialegenskaber,マテリアルのプロパティ,自定義材料屬性,自定义材料属性,Właściwości materiału,
SelectMeshes,596,Select Meshes,메시 선택하기,Mailles,Maschen,Seleccione mallas,Seleziona Maglie,Masker,メッシュを選択する,選擇網格,选择网格,Wybierz Siatki,
MeshesAndMeshGroups,597,Meshes and Mesh Groups,메시와 메시 그룹들,Mailles et Groupes,Maschen und Gruppen,Mallas y grupos de mallas,Mesh e gruppi di maglie,Masker og meshgrupper,メッシュとメッシュグループ,網格和網格組,网格和网格组,Siatki i grupy siatek,
SelectChildMeshes,598,Select Child Meshes,자식 메시 선택하기,Mailles Enfant,Kind Maschen,Seleccionar mallas para niños,maglie di bambini,masker som barn,子メッシュ,選擇子網格,选择子网格,Wybierz siatki potomne,
DLG_RemoveCustomShaderProp_Title,599,Remove Shader Property,커스텀 셰이더 프로퍼티 삭제,Supprimer la propriété du shader,Eigenschaft entfernen,Eliminar propiedad Shader,Rimuovi proprietà shader,Fjern Shader Property,カスタムシェーダプロパティの削除,刪除著色器屬性,删除着色器属性,Usuń właściwość Shader,
DLG_RemoveCustomShaderProp_Body,600,Do you want to remove the Custom Shader Property [ {0} ]?,커스텀 셰이더 프로퍼티( {0} )를 삭제하시겠습니까?,Voulez-vous supprimer la propriété Custom Shader [ {0} ]?,Möchten Sie die benutzerdefinierte Shader-Eigenschaft [ {0} ] entfernen?,¿Desea eliminar la propiedad de sombreado personalizada [{0}]?,Vuoi rimuovere la proprietà Shader personalizzato [ {0} ]?,Vil du fjerne den tilpassede shader-ejendom [ {0} ]?,カスタムシェーダプロパティ({0})を削除しますか？,是否要刪除自定義著色器屬性[ {0} ]？,是否要删除自定义著色器属性[ {0} ]？,Czy chcesz usunąć własność Custom Shader [ {0} ]?,
DLG_CopyKeyframesToOtherClipAndPos_Title,601,Select a frame to copy,복사할 프레임 선택,Choisissez un cadre à copier,Wählen Sie einen Rahmen,Seleccionar marco,Seleziona una cornice,Vælg en ramme til kopiering,コピーするフレームを選択する,選擇要復制的幀,选择要复制的帧,Wybierz ramkę do skopiowania,
DLG_CopyKeyframesToOtherClipAndPos_Body,602,The current frame and the saved frame are not the same.[]Where do you want to copy?[]Current : {0} / Saved : {1},현재 프레임과 저장된 프레임이 동일하지 않습니다.[]어느 위치에 복사를 하시겠습니까?[]현재 위치 : {0} / 저장된 위치 : {1},Le cadre actuel et le cadre enregistré ne sont pas identiques.[]Où voulez-vous copier?[]Ctuel: {0} / Enregistré: {1},Das aktuelle Rahmen und das gespeicherte Rahmen stimmen nicht überein.[]Wo möchten Sie kopieren?[]Aktueller: {0} / Gespeicherter: {1},El marco actual y el marco guardado no son lo mismo.[]¿Dónde desea copiar?[]Actual: {0} / Guardado: {1},Il frame corrente e il frame salvato non sono gli stessi.[]Dove vuoi copiare?[]Corrente: {0} / Salvata: {1},Den aktuelle ramme og den gemte ramme er ikke den samme.[]Hvor vil du kopiere?[]Nuværende: {0} / Gemt: {1},現在のフレームと保存されたフレームが同じではない。[]どの位置にコピーをしますか？[]現在の位置：{0} /保存された位置：{1},當前幀和保存的幀不一樣。[]你想要復製到哪裡？[]當前：{0} / 已保存：{1},当前帧和保存的帧不一样。 []你想要复制到哪里？ []当前：{0} / 已保存：{1},Bieżąca ramka i zapisana ramka nie są takie same.[]Gdzie chcesz skopiować?[]Bieżący: {0} / Zapisany: {1},
DLG_CopyKeyframesToOtherClipAndPos_Current,603,Current Frame,현재 프레임,Actuel,Aktueller,Actual,Corrente,Nuværende,現在のフレーム,當前框架,当前框架,Bieżący,
DLG_CopyKeyframesToOtherClipAndPos_Saved,604,Saved Frame,저장된 프레임,Enregistré,Gespeicherter,Guardado,Salvata,Gemt,保存されたフレーム,保存幀,保存帧,Zapisana,
DLG_NoTimelineLayerCopingKeyframes_Title,605,No Timeline Layer,타임라인 레이어 없음,Pas de calque de la timeline,Keine Zeitleistenebene,Sin capa de línea de tiempo,Nessun strato timeline,Ingen tidslinjelag,タイムラインレイヤー なし,沒有時間軸圖層,没有时间轴图层,Brak warstwy osi czasu,
DLG_NoTimelineLayerCopingKeyframes_Body,606,There is no appropriate Timeline Layer to copy keyframes.[]Create a new Timeline Layer?,키프레임들이 복사될 적절한 타임라인 레이어가 없습니다.[]새로운 타임라인 레이어를 생성하시겠습니까?,Il n'y a pas de calque de scénario approprié pour copier des images clés.[]Créer un nouveau calque de scénario?,Es gibt keine geeignete Timeline-Ebene zum Kopieren von Keyframes.[]Neue Timeline-Ebene erstellen?,No hay una capa de línea de tiempo adecuada para copiar fotogramas clave.[]¿Crear una nueva capa de línea de tiempo?,Non esiste uno strato temporale appropriato per copiare i fotogrammi chiave.[]Crea un nuovo livello di timeline?,Der er ikke noget passende tidslinjelag til at kopiere keyframes. [] Opret et nyt tidslinjelag?,キーフレームがコピーされる適切なタイムラインレイヤーがありません。[]新しいタイムラインレイヤーを作成しますか？,沒有合適的時間軸圖層來複製關鍵幀。[]創建一個新的時間軸圖層？,没有合适的时间轴图层来复制关键帧。 []创建一个新的时间轴图层？,Nie ma odpowiedniej warstwy osi czasu do kopiowania klatek kluczowych.[]Utwórz nową warstwę osi czasu?,
Ignore,607,Ignore,무시,Ignorer,Ignorieren,Ignorar,Ignorare,Ignorere,無視,忽視,忽视,Ignorować,
Add,608,Add,추가,Ajouter,Hinzufügen,Añadir,Inserisci,Tilføje,追加,加,加,Dodaj,
Setting_SwitchContTab_Mod,609,[Controller] tab is switched when selecting a Modifier,모디파이어 선택시 자동으로 [컨트롤러] 탭으로 전환하기,L'onglet [Contrôleur] est activé lors de la sélection d'un modificateur,Die Registerkarte [Regler] wird bei der Auswahl eines Modifikators umgeschaltet,La pestaña [Controlador] se cambia al seleccionar un Modificador,La scheda [Controllore] viene cambiata quando si seleziona un modificatore,Fanebladet [Controller] skiftes[c] når du vælger en Modifier,モディファイヤを選択する際に自動的に[コントローラ]タブに切り替える,選擇修改器時會切換[控制器]選項卡,选择修改器时会切换[控制器]选项卡,Karta [Kontroler] jest przełączana podczas wybierania modyfikatora,
Setting_SwitchContTab_Anim,610,[Controller] tab is switched when selecting an Animation Clip,애니메이션 클립 선택시 자동으로 [컨트롤러] 탭으로 전환하기,L'onglet [Contrôleur] est activé lors de la sélection d'un clip d'animation,Die Registerkarte [Regler] wird beim Auswählen eines Animationsclips umgeschaltet,La pestaña [Controlador] se cambia al seleccionar un Clip de Animación,La scheda [Controllore] viene cambiata quando si seleziona una clip di animazione,Fanebladet [Controller] skiftes[c] når du vælger en Animationsklip,アニメーションクリップを選択する際に自動的に[コントローラ]タブに切り替える,選擇動畫片段時會切換[控制器]選項卡,选择动画片段时会切换[控制器]选项卡,Karta [Kontroler] jest przełączana podczas wybierania klipu animacji,
Setting_TempVisibilityMesh,611,Temporary Visibility of meshes and bones is restored when the task is finished,작업이 종료되면 메시와 본의 일시적인 보이기/숨기기를 초기화하기,La visibilité temporaire des maillages et des os est restaurée une fois la tâche terminée.,Die temporäre Sichtbarkeit von Maschen und Knochen wird wiederhergestellt[c] wenn die Aufgabe abgeschlossen ist,La visibilidad temporal de las mallas y los huesos se restaura cuando finaliza la tarea,La visibilità temporanea di mesh e ossa viene ripristinata al termine dell'attività,Midlertidig synlighed af masker og knogler genoprettes[c] når opgaven er færdig,作業が終了したら[c]メッシュとボーンの一時的な可視性を初期化する,任務完成後[c]將恢復網格和骨骼的臨時可見性,任务完成后[c]将恢复网格和骨骼的临时可见性,Tymczasowa widoczność oczek i kości jest przywracana po zakończeniu zadania,
UnpackPreset,612,Unpack Preset,프리셋 설치,Déballer le préréglage,Preset auspacken,Desempaquetar preset,Decomprimere il preset,Pak forudindstillet ud,プリセットのインストール,解包預設,解包预设,Set the color of the new bone to be similar to the color of the parent bone,
RenderPipeline,613,Render Pipeline,렌더 파이프라인,Pipeline de rendu,Pipeline rendern,Render Pipeline,Render Pipeline,Render rørledning,Render Pipeline,渲染管道,渲染管道,Render Pipeline,
Setting_RigOpt_ColorLikeParent,614,Set the color of the new bone to be similar to the color of the parent bone,새로운 본의 색상을 부모 본의 색상과 비슷하게 설정하기,Définir la couleur du nouvel os pour qu'elle soit similaire à celle de l'os parent,Stellen Sie die Farbe des neuen Knochens so ein[c] dass sie der Farbe des übergeordneten Knochens ähnelt,Configure el color del hueso nuevo para que sea similar al color del hueso primario,Impostare il colore del nuovo osso in modo che sia simile al colore dell'osso principale,Indstil farven på den nye knogle til at svare til farven på den overordnede knogle,新しいボーンの色を親の色と似てするように設定する,將新骨骼的顏色設置為與父骨骼的顏色相似,将新骨骼的颜色设置为与父骨骼的颜色相似,Ustaw kolor nowej kości[c] aby był podobny do koloru kości macierzystej,
SortingOrderOption,615,Sorting Order Option,소팅 순서 옵션,Sorting Order Option,Sorting Order Option,Sorting Order Option,Sorting Order Opzione,Sorting Order Indstilling,ソート順オプション,排序順序設置,排序顺序设置,Sorting Order Opcja,
DLG_AttachMeshGroupInfo_Title,616,Attach Mesh Group,메시 그룹 추가 안내,Attacher un groupe de mailles,Mesh-Gruppe anhängen,Adjuntar grupo de malla,Allega gruppo mesh,Fastgør mesh-gruppen,メッシュグループの追加案内,附加網格組,附加网格组,Dołącz grupę siatki,
DLG_AttachMeshGroupInfo_Single_Body,617,The added Mesh Group [ {0} ] has animation modifiers.[]Animations associated with this Mesh Group may not work properly.[]Select those animations and change the target Mesh Group.,추가되는 메시 그룹 [ {0} ]에 애니메이션 모디파이어가 포함되어 있습니다.[]이 메시 그룹과 연결된 애니메이션들은 정상적으로 동작하지 않을 수 있습니다.[]애니메이션들을 선택하여 대상 메시 그룹을 변경하세요.,Le groupe de mailles [ {0} ] ajouté contient des modificateurs d'animation.[]Les animations associées à ce groupe de mailles peuvent ne pas fonctionner correctement.[]Sélectionnez ces animations et changez le groupe de maillage cible.,Die hinzugefügte Mesh-Gruppe [ {0} ] enthält Animationsmodifikatoren.[]Mit dieser Mesh-Gruppe verknüpfte Animationen funktionieren möglicherweise nicht richtig.[]Wählen Sie diese Animationen aus und ändern Sie die Zielnetzgruppe.,El grupo de malla agregado [ {0} ] tiene modificadores de animación.[]Las animaciones asociadas con este grupo de malla pueden no funcionar correctamente.[]Seleccione esas animaciones y cambie el grupo de malla objetivo.,Il gruppo di maglie [ {0} ] aggiunto ha modificatori di animazione.[]Le animazioni associate a questo gruppo mesh potrebbero non funzionare correttamente.[]Seleziona quelle animazioni e cambia il gruppo mesh di destinazione.,Den tilføjede mesh-gruppe [ {0} ] har animationsmodifikatorer.[]Animationer[c] der er knyttet til denne mesh-gruppe[c] fungerer muligvis ikke korrekt.[]Vælg disse animationer[c] og skift målnetgruppen.,追加されたメッシュグループ[ {0} ]のアニメーションモディファイヤが含まれています。[]がメッシュグループに関連付けられてアニメーションは正常に動作しない可能性があります。[]アニメーションを選択して[c]対象メッシュグループを変更してください。,添加的網格組[ {0} ]具有動畫修飾符。[]與此網格組關聯的動畫可能無法正常工作。[]選擇這些動畫並更改目標網格組。,添加的网格组[ {0} ]具有动画修饰符。[]与此网格组关联的动画可能无法正常工作。[]选择这些动画并更改目标网格组。,Dodana grupa siatki [ {0} ] ma modyfikatory animacji.[]Animacje powiązane z tą grupą siatki mogą nie działać poprawnie.[]Wybierz te animacje i zmień docelową grupę siatki.,
